title,salary,address,keyword,work_experience,education,company,welfare,requirements,url
大数据研发工程师,2万-3万,北京,"五险一金
绩效奖金
餐补
带薪年假
弹性工作
补充医疗保险
定期体检",3-5年,硕士,中科星图股份有限公司,"五险一金
绩效奖金
餐补
带薪年假
弹性工作
补充医疗保险
定期体检","职位描述
岗位职责：
1.   负责基于Hadoop技术生态设计开发大数据产品，
2.   解决团队在大数据开发及管理中遇到的技术问题
 岗位要求：
1.   熟悉Hbase及phoenix应用，并有相关项目研发经历
2.   熟悉hadoop生态圈产品，能够使用Mapreduce技术实现分布式应用，
3.   精通Hadoop，对分布式计算原理有较深的理解，熟悉Mapreduce编程 ,了解Hadoop集群管理及优化
4.   精通Java编程，熟悉Linux系统，并能够完成linux上代码开发与调优
 加分项：
1.   看过Hbase源码者优先
2.   有Hbase性能调优经验者优先
3.   有过Hadoop、Hbase、kafka、MongoDB及Spark使用经验者
4.   熟练使用Mesos及Yarn等资源管理框架
5.   阅读或者修改过任何一个hadoop生态圈中的开源系统
6.   具备Geoserver开发经验，熟悉ArcGIS，以及地信行业开源软件者",https://jobs.zhaopin.com/CC142710115J00125553015.htm
数据处理实习生/在校生,2千-4千,南京,无,无经验,本科,智朗网络科技有限公司,"岗位职责：
1、负责数据资料的初审，添加标签标记等处理
2、将处理好的资料录入系统
任职资格：
1、大学本科大三、大四在校生（2019级、2020级毕业生，特别优秀可以放宽到大专）；
2、财务、经济、金融、数据统计、数学等相关专业学生；
3、辅修过财务、经济、金融、数据统计、数学等专业的学生，如二学位、选修课等；
4、熟练使用办公软件
薪资：120/天
上班时间：8:30-17:30或者9:30-18:30，可以自选，打卡8小时即可；
周一至周五上班，连续5天，周末加班可以调休；
未来发展：开具实习证明，实习期间优秀的学生，可以给到正式的入职机会，可内部转岗晋升；
通联数据股份公司是由金融和高科技资深专家发起，万向集团投资成立的一家金融科技公司。致力于将人工智能、大数据、云计算等信息技术和专业的投资理念相结合，打造国际的、具有革命性意义的金融服务平台。通联数据依托于金融大数据，结合人工智能技术打造了基本面研究平台--萝卜投研，大数据和机器智能时代的量化投资平台--优矿，对接资金方和管理人的FOF/MOM管理平台--通联魔方，以及为投资者提供个性化、智能化、专业化投资服务的智能投顾。","职位描述
岗位职责：
1、负责数据资料的初审，添加标签标记等处理
2、将处理好的资料录入系统
任职资格：
1、大学本科大三、大四在校生（2019级、2020级毕业生，特别优秀可以放宽到大专）；
2、财务、经济、金融、数据统计、数学等相关专业学生；
3、辅修过财务、经济、金融、数据统计、数学等专业的学生，如二学位、选修课等；
4、熟练使用办公软件
薪资：120/天
上班时间：8:30-17:30或者9:30-18:30，可以自选，打卡8小时即可；
周一至周五上班，连续5天，周末加班可以调休；
未来发展：开具实习证明，实习期间优秀的学生，可以给到正式的入职机会，可内部转岗晋升；
通联数据股份公司是由金融和高科技资深专家发起，万向集团投资成立的一家金融科技公司。致力于将人工智能、大数据、云计算等信息技术和专业的投资理念相结合，打造国际的、具有革命性意义的金融服务平台。通联数据依托于金融大数据，结合人工智能技术打造了基本面研究平台--萝卜投研，大数据和机器智能时代的量化投资平台--优矿，对接资金方和管理人的FOF/MOM管理平台--通联魔方，以及为投资者提供个性化、智能化、专业化投资服务的智能投顾。",https://jobs.zhaopin.com/CC846930360J00132726110.htm
大数据工程师,1万-1.5万,北京,"餐补
通讯补助
交通补助
补充医疗保险
节日福利
定期体检
带薪年假
五险一金",1-3年,本科,北京紫光数智科技股份有限公司,"餐补
通讯补助
交通补助
补充医疗保险
节日福利
定期体检
带薪年假
五险一金","职位描述
技能要求：
数据架构
数据分析
数据仓库
数据处理
数据挖掘
工作职责：
1、负责大数据仓库、大数据分析相关设计、建模、研发工作；
2、参与数据仓库的业务模型、主题分析设计等工作；
3、支持业务团队数据需求规划、设计等工作；
4、上级交付的其他工作任务。
 任职资格：
1. 计算机相关专业，2年以上大数据开发经验； 
2. 具备扎实的Java相关知识，熟悉设计模式、代码设计；
3. 熟悉Hadoop/HBase/Hive/Sqoop/Kafka/Flume/Spark/Storm/ELK/Elasticsearch等当前主流的开源大数据组件并具有相关开发经验；
4. 熟悉搭建和优化大数据基础平台，包括Hadoop体系、等大数据组件的环境搭建；
5. 对大数据技术有热情、有良好的逻辑思维能力、做事积极主动、有较强的执行能和较好的沟通能力；
6. 有实际参与过相关大数据平台建设（大规模数据收集、存储、分析）经验者优先考虑。",https://jobs.zhaopin.com/CC537629827J00122100609.htm
交通数据挖掘工程师,6千-1.2万,大连,"周末双休
五险一金
绩效奖金
补充医疗保险
节日福利
带薪年假",经验不限,本科,安徽科力信息产业有限责任公司,"周末双休
五险一金
绩效奖金
补充医疗保险
节日福利
带薪年假","职位描述
技能要求：
数据挖掘
岗位职责：
1、根据科研产品功能需求，完成对应用场景数据需求分析和整理；
2、负责交通数据挖掘，交通流行为特征研究，利用数据做决策分析；
3、负责数据分析和模型构件设计及验证，根据需求进行算法设计和建模，探索研究有效的数据模型，应用到实际产品；
4、为公司提供数据挖掘支持、算法模型支持。

岗位要求：
1、交通工程、交通运输规划与管理、应用数学等相关专业，本科及以上学历；
2、熟悉智能交通发展趋势、中国城市所存在的现实问题、共性和技术难题，了解物联网、云计算、大数据在智能交通应用和发展前景，了解公司从事的智能交通市场经营的相关技术和产品，能够对用户需求给予专业的技术和方案陈述；
3、具备较系统的交通工程相关知识，熟悉交通信息采集方法、数据处理等；
4、了解交通领域规划、设计规范和行业标准，精通office、CAD、PS等软件，文字功底深厚；
5、了解软件开发的基本流程、以及软件产品结构以及设计原理；
6、具备优秀的数据分析以及处理能力；
7、具备较强的抗压能力。",https://jobs.zhaopin.com/CC219137110J00236903508.htm
8K大数据分析工程师,8千-1万,北京,"无试用期
免息房贷
年终分红
绩效奖金
年底双薪
五险一金",无经验,大专,北京联科博远教育科技有限公司,"无试用期
免息房贷
年终分红
绩效奖金
年底双薪
五险一金","职位描述
上市公司从事大数据分析工程师工作。
第一年工资专科：6000-10000元/月、本科以上：8000-12000元/月；
第二年工资专科：8000-12000元/月、本科以上：15000-20000元/月
岗位职责：
1、负责线上服务器平台的搭建，保障服务稳定安全可用； 
2、负责网络、操作系统和应用中间件等故障分析处理，整理故障报告； 
3、研究服务架构，实施架构优化；
4、推进平台自动化管理，实现高效运分析。
我们需要：
1、建设业务分析模型，不断评估和优化业务分析模型，能够将各项业务进行量化评估；
2、根据用户行为数据进行业务分析，帮助业务快速提升； 
3、梳理业务逻辑模型，管理和建设报表体系。 
 我们希望：
1、数学、统计学、计算机相关专业优先，对数据分析有强烈兴趣者优先； 
2、有IT大数据分析经验，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先； 
3、精通SQL",https://jobs.zhaopin.com/CZ638945620J00111479113.htm
数据处理实习生/在校生,2千-4千,南京,无,无经验,本科,万维网络科技有限公司,"岗位职责：
1、负责数据资料的初审，添加标签标记等处理
2、将处理好的资料录入系统
任职资格：
1、大学本科大三、大四在校生（2019级、2020级毕业生，特别优秀可以放宽到大专）；
2、财务、经济、金融、数据统计、数学等相关专业学生；
3、辅修过财务、经济、金融、数据统计、数学等专业的学生，如二学位、选修课等；
4、熟练使用办公软件
薪资：120/天
上班时间：8:30-17:30或者9:30-18:30，可以自选，打卡8小时即可；
周一至周五上班，连续5天，周末加班可以调休；
未来发展：开具实习证明，实习期间优秀的学生，可以给到正式的入职机会，可内部转岗晋升；
通联数据股份公司是由金融和高科技资深专家发起，万向集团投资成立的一家金融科技公司。致力于将人工智能、大数据、云计算等信息技术和专业的投资理念相结合，打造国际的、具有革命性意义的金融服务平台。通联数据依托于金融大数据，结合人工智能技术打造了基本面研究平台--萝卜投研，大数据和机器智能时代的量化投资平台--优矿，对接资金方和管理人的FOF/MOM管理平台--通联魔方，以及为投资者提供个性化、智能化、专业化投资服务的智能投顾。","职位描述
岗位职责：
1、负责数据资料的初审，添加标签标记等处理
2、将处理好的资料录入系统
任职资格：
1、大学本科大三、大四在校生（2019级、2020级毕业生，特别优秀可以放宽到大专）；
2、财务、经济、金融、数据统计、数学等相关专业学生；
3、辅修过财务、经济、金融、数据统计、数学等专业的学生，如二学位、选修课等；
4、熟练使用办公软件
薪资：120/天
上班时间：8:30-17:30或者9:30-18:30，可以自选，打卡8小时即可；
周一至周五上班，连续5天，周末加班可以调休；
未来发展：开具实习证明，实习期间优秀的学生，可以给到正式的入职机会，可内部转岗晋升；
通联数据股份公司是由金融和高科技资深专家发起，万向集团投资成立的一家金融科技公司。致力于将人工智能、大数据、云计算等信息技术和专业的投资理念相结合，打造国际的、具有革命性意义的金融服务平台。通联数据依托于金融大数据，结合人工智能技术打造了基本面研究平台--萝卜投研，大数据和机器智能时代的量化投资平台--优矿，对接资金方和管理人的FOF/MOM管理平台--通联魔方，以及为投资者提供个性化、智能化、专业化投资服务的智能投顾。",https://jobs.zhaopin.com/CC846930930J00156004011.htm
高级销售经理,1万-2万,成都,"五险一金
周末双休
加班补助
带薪年假
绩效奖金
项目奖金",3-5年,大专,四川大美智旅大数据有限公司,"五险一金
周末双休
加班补助
带薪年假
绩效奖金
项目奖金","职位描述
技能要求：
大客户代表
目标管理
政府关系
岗位职责：
1、根据公司整体经营策略，制定团队销售计划及市场拓展计划。
2、负责组织搜集产品相关行业政策、价格、竞争对手信息、客户信息等，分析市场发展趋势，并提供合理的建议与方案。
3、负责市场的前期开拓和客户关系维护工作，做好大客户资源收集、整理、归档工作，实现大客户信息资源的开发利用。
4、负责组织合作意向洽谈，与客户商务谈判、签署合同，确定正式的合作关系，完成公司既定的销售目标。
5、负责对接项目的方案设计、标书制作、投标工作，项目施工过程中的协调工作及项目回款工作。
6、完成领导交办的其他事项。
任职要求：
1、专科及以上学历，计算机、通信、信息安全及相关专业。
2、3年以上政府IT软件/大数据销售或同类型企业信息化项目建设经验，1年以上政府行业软件销售管理从业经验。
3、熟悉及了解旅游及大数据行业、系统集成类项目操作流程，熟悉及了解国家、省、市及行业内相关法律法规。
4、熟练使用办公软件、熟练使用计算机行业专业操作类软件。
5、有相关职称或专业职业资格证书者优先。",https://jobs.zhaopin.com/CZ697455680J00334746401.htm
大数据研发工程师,1万-1.5万,北京,"五险一金
绩效奖金
股票期权
加班补助
餐补
通讯补助
采暖补贴
补充医疗保险",3-5年,本科,航天信息股份有限公司,"五险一金
绩效奖金
股票期权
加班补助
餐补
通讯补助
采暖补贴
补充医疗保险","职位描述
岗位职责
1、构建基于大数据的应用，负责对需求的把握和转化，对数据进行建模，满足公司各项分析决策需要。
2、 负责大数据处理脚本开发，数据清洗、加工，任务编排，数据推送，数据流的监控和优化，以及展示等工作。
任职要求
1、教育培训：本科，计算机科学与技术、信息管理与信息系统等相关专业毕业优先
2、工作经验：3年以上
3、知识要求：
 1．扎实的编程基础，至少熟悉scala或java一种编程语言及常用的软件库或技术栈；3年以上开发经验。
 2．熟悉Hadoop、Spark、Hive、Hbase、GreenPlum等一项或多项大数据相关技术。
 3．熟悉linux系统和脚本编程，有分布式数据处理经验，掌握spark原理，熟悉spark开发优先。
 4. 熟悉各种特征提取、数据降维等数据处理技术优先。
 5. 熟悉常用数据挖掘算法，并有一定的算法实现调优经验者优先。
 6. 良好的沟通能力及团队合作精神，工作认真细致，责任心强""",https://jobs.zhaopin.com/CC000422230J00127229215.htm
高级大数据工程师 6年以上,1.3万-2.2万,北京,"五险一金
带薪年假
定期体检
不加班
节日福利
周末双休
项目奖金
员工旅游",5-10年,本科,深圳市睿服科技有限公司,"五险一金
带薪年假
定期体检
不加班
节日福利
周末双休
项目奖金
员工旅游","职位描述
1、具有金融证券类项目开发经验者优先
2、具有spark、flink、Slipstream其中一种相关的开发经验，熟悉kafka、Redis等技术，精通SQL，精通Perl脚本；
3、具有Hadoop相关的开发经验，或熟悉星环的产品平台；",https://jobs.zhaopin.com/CC603465980J00308498107.htm
能源/矿产/地质勘查转云计算大数据工程师,6千-8千,北京,"五险一金
年终分红
房补
交通补助
年底双薪
弹性工作
带薪年假
包住",经验不限,大专,北京卡卓文化传播有限公司,"五险一金
年终分红
房补
交通补助
年底双薪
弹性工作
带薪年假
包住","职位描述
能源/矿产/地质勘查转云计算
应聘者：
     你 好，很高兴你能抽空了解我们公司的招聘信息，我们公司目前为各大银行、互联网IT上市公司等知名企业，定岗招聘云计算工程师，前期上岗薪资是在8K左右，可以提供0基础岗前培训。如果你对IT岗位感兴趣，期望将来从事互联网IT行业，或者请在网页下端点击申请报名，我们会在两个工作日内主动联系你做电话面试，谢谢。 

针对0基础的新员工，专业不符、计算机理论知识和IT项目经验不足的情况，公司会提供0基础岗前实训，享受企业补助计划，名额有限，学习期间不用支付任何费用，表现优异奖励3000-8000元。
高薪就业
1.薪资待遇：
第一年工资专科： 7000 —10000元/月、本科以上：8000—12000元/月
第二年工资专科：12000—15000元/月、本科以上：15000—18000元/月
2.福利待遇：
季度和年终奖、五险一金及补充医疗险、餐补、车贴和带薪年假
  名企就业
各大银行：中国银行、中国建设银行、交通银行、中国光大银行、中国民生银行、北京银行等！
上市公司：IBM、百度、华为、中国电信、软通动力、同方鼎欣信息技术有限公司等。
（备注：在京工作一年后要求回当地工作的，可以调回当地省会城市的分公司或合业工作）


行业发展前景
   2016年5月李克强总理承诺重推云计算与大数据应成国家战略 http://dwz.cn/-2anh
李克强总理要求中国互联网IT企业家要以云计算、大数据理念，与企业信息技术平台有机对接，建立统一综合信用信息平台，实现“大数据”共享。
2015年，云计算在中国得到了快速发展，之所以得到快速发展的主要因素是通过云平台提供24小时不间断服务提供给客户，通过客户的信息、行为等数据进行收集、分析掌握客户需求，垄断客户资源及产品资源。从而能够更好的吸收现金流，实现”暴利”目的。
2015年3月,中国政府工作汇报中强调制定以”云平台、大数据、物联网”为核心的”互联网+”行动计划，大力推动云平台的应用与发展。
2015年,可说是中国云计算发展、落地之年。中国一线的云计算巨头，如阿里云、腾讯云等，在2015年数据中心的服务器数量纷纷超过50万台;作为衡量云计算厂商的最基础的硬指标，在2016年，数据中心建设将进入高峰期，有云计算厂商的服务器数量将会突破100万台。
晋升路径：
技术路线：云计算运维工程师→云计算高级系统架构师→专家级工程师
管理路线：云计算工程师（1-2年）→初级管理层（1-2年）→项目经理（2-3年）
报名条件：
1、大专以上学历，应往届统招理工类毕业生优先。
2、计算机科学与技术、计算机网络、软件工程、生仪、机电、电子技术、自动化、电子商务、应用数学等相关专业优先，其他专业亦可。
3、年龄要求21岁——35岁，有志于长期在IT行业发展。
工作内容：
1、负责云计算平台整体架构设计，建设规划；
2、云计算相关技术跟进及云计算项目跟进；
3、负责云计算平台整体架构设计方案编写与技术交流；
4、云计算项目实施与运维，以及云计算项目客户培训； 
5、熟悉主流操作系统，数据库配置与维护；
6、路由与交换原理，简单配置",https://jobs.zhaopin.com/CZ399611080J00090665114.htm
大数据网络销售双休+无线+高提成【郑州】,4千-6千,郑州,"绩效奖金
全勤奖
带薪年假
周末双休
项目奖金
每年多次调薪
不加班
定期团建",经验不限,学历不限,河南聚源网络科技有限公司,"绩效奖金
全勤奖
带薪年假
周末双休
项目奖金
每年多次调薪
不加班
定期团建","职位描述
技能要求：
营销
市场拓展
软件销售
任职要求：
1、年龄18-35岁，男女不限；
2、具有良好的沟通能力和语言表达能力；
3、学习能力强，能不断的学习进步；
4、个性开朗、反应敏捷，有较强责任和良好的客户服务意识；
5、有无销售经验均可。
岗位职责：
1、热爱互联网工作，能熟练操作电脑及手机微信即可；
2、网络上及时与客户沟通，维护客户关系；
3、对公司产品进行网络推广和销售 ；
4、按时参加公司组织的专业培训，提升自身能力；
5、完成上级安排的其他工作。
工作时间:
9:00-11:30 1:30-6:00，每天8小时，单双轮休，法定节假日带薪休假。
我们提供：
1．富有竞争力的薪酬待遇：底薪3K+高提成+奖金（周奖+月奖+年终奖）人均月薪6000+，月薪过万不是梦，销冠记录等你破！
2.完美的上班时间：朝九晚六，8小时办公，不必行走匆匆，还能轻松避开早高峰!
3．广阔的发展空间：销售代表--销售主管--销售经理--销售总监，另有横向发展，提供转岗机会。年轻我们靠实力，谁说我们没资历？
4．高大上办公环境：环境优美，空气清新，快乐办公，生活轻松。
5．依照国家规定为员工享有带薪年假、产假、婚丧假，享受国家规定的法定节假日、节日补贴礼品或奖金；
6．享受公司提供的活动经费、丰富下午茶、员工生日party、参加公司聚餐、定期旅游、唱K、拓展活动、周年晚会、抽奖！
联系人：王老师 ***********
工作地址：郑州市金水区金水路与玉凤路浦发国际金融中心2301室",https://jobs.zhaopin.com/CC375031730J00123948910.htm
大数据开发工程师（实时）,1.8万-2.5万,广州,"周末双休
五险一金
年底双薪
绩效奖金
带薪年假
弹性工作
定期体检
员工旅游",5-10年,本科,广州亚美信息科技有限公司,"周末双休
五险一金
年底双薪
绩效奖金
带薪年假
弹性工作
定期体检
员工旅游","职位描述
技能要求：
Hadoop
spark
工作职责
1、负责公司大数据产品后台服务程序的研发和编写；
2、参与数据平台产品的规划设计、核心代码的编写及开发支持工作；
3、参与项目的需求分析、设计、评审、编码等开发工作；
4. 针对实际的数据与业务诉求，收集并整理需求说明书，根据开发规范和数据模型设计实现数据开发任务
5. 负责大数据应用系统开发，配合外部系统进行数据联调工作，部署数据任务工作

 任职资格
1. 具有5年以上Java开发经验，扎实的java技术基础，了解微服务的基础知识、架构理念；
2. 熟悉Socket、tcp/Ip、Http等协议，熟悉SOA架构，有WebService、REST、RPC等技术相关的项目经验；
3. 熟悉使用Spring，springmvc，Spring Boot，Mybatis，SSH、等开源框架并熟悉其实现原理，尤其对常用 微服务框架springcloud、dubbo等开源框架在实际项目中有应用经验；
4. 熟悉使用主流关系型数据库（Oracle、Mysql等）、主流NoSQL数据库，如Redis、MongoDB等；
5. 熟悉使用常用web容器如：Tomcat/Nginx等Web服务器，应用Linux系统常用命令；
6. 熟悉使用ActiveMQ, kafka, rabbitmq等中的一种以上消息中间件；
7. 熟悉JavaScript，Html、Css等开发语言, 熟悉Jquery, bootstrap,EasyUI等js框架；
8. 具有良好的沟通能力和团队合作精神、良好的学习能力，对研究技术感兴趣；
9. 具有Docker、Kubernetes等容器相关技术的使用经验，
10. 熟悉hadoop、flume、kafka、Hive、Hbase、Impala、sqoop、elk、zookeeper等hadoop组件的使用和调优；
11. 熟练掌握hadoop/storm/spark/Flink等分布式系统的开发和实施；
12. 1年以上大数据平台开发经验，有多个数据产品开发和实施经验，有互联网公司工作经验者优先；
13. 具备很强的责任心，做事细致、严谨，同时需要具备较强的沟通和快速学习能力。",https://jobs.zhaopin.com/CC508592025J00277662703.htm
大数据开发工程师,1万-2万,上海,"五险一金
绩效奖金
交通补助
节日福利
定期团建
餐补",3-5年,本科,创趋科技(上海)股份有限公司,"五险一金
绩效奖金
交通补助
节日福利
定期团建
餐补","职位描述
技能要求：
Hadoop
Spark
HBase
Hive
Impala
cloudera
专科以上学历（计算机、数学、统计学相关专业毕业优先）；
具有3年以上大数据经验；
了解容器底层架构和开发规范；
熟悉Linux操作系统底层架构；
精通JAVA/Scala/Shell 一种以上编程语言；
精通Hadoop/Spark/HBase/Hive 一种以上开源大数据技术；
具有良好沟通能力、爱好技术钻研。",https://jobs.zhaopin.com/CZ663241830J00228289208.htm
大数据开发工程师+双休+五险一金,8千-1.2万,济南,"五险一金
绩效奖金
带薪年假
节日福利
包住
周末双休
全勤奖
不加班",1-3年,本科,山东辰华科技信息有限公司,"五险一金
绩效奖金
带薪年假
节日福利
包住
周末双休
全勤奖
不加班","职位描述
技能要求：
数据库开发
岗位职责：
1、依据公司需求完成产品的数据分析及建模；
2、进行大数据核心算法的编写；
3、参与项目的需求分析、系统设计、编码、项目内测试及相关文档编写工作；
4、参与开发过程中相关新技术的研究和验证；
5、协助承担架构性的体系设计和改造工作，配合制定技术实施方案，按照总体设计组织子系统的设计和开发。
任职要求：
1、熟练精通Oracle、MySql等一种或者多种关系型数据库；
2、精通数据建模、数据体系建设，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验；
3、精通使用JAVA/Scala/Python任意一种语言；
4、有良好的团队合作精神,有责任感,有较好的沟通能力，始终充满学习的热情。

福利待遇：
五险一金（试用期即投）、工龄工资、全勤奖、绩效工资、节日福利、生日礼品；
作息时间：8：30-17：30，午休：12:00-13:30 正规7.5小时工作制，周末双休，不加班。国家法定节假日，另有婚假、产假、哺乳假等众多福利。
公司提高免费宿舍，工作氛围轻松，人性化管理。

工作地址：济南市华龙路509号创新大厦；联系人：刘老师；
联系电话：*************；邮箱：****************
乘车路线：
乘坐37路、122路、80路公交车在华龙路华信路站点下车，向东200米路北即是。",https://jobs.zhaopin.com/CC602676920J00301955005.htm
大数据工程师,1.5万-2.5万,北京,"五险一金
14薪
交通补助
餐补
弹性工作
采暖补贴
高温补贴",5-10年,本科,山东新北洋信息技术股份有限公司北京分公司,"五险一金
14薪
交通补助
餐补
弹性工作
采暖补贴
高温补贴","职位描述
岗位职责：
1、负责公司大数据平台的架构设计，制定具体地架构设计研发方案，并指导设计开发及发布部署工作；
2、负责指导大数据平台运维工作，负责公司其它大数据平台项目的建设、实施；
3、负责对大数据平台不断进行分析及优化，提升系统的性能及数据处理能力，协助算法工程师在大数据平台搭建算法应用；
4、负责解决大数据开发中的技术问题，负责大数据相关新技术的研究，为公司其他部门提供技术支持。
招聘条件:
1、本科及以上学历，5年以上工作经验，3年以上大数据开发经验；
2、有大数据方面架构经验，精通Hadoop、Hive、 Spark，Zookeeper、ElasticSearch等相关技术，具有丰富的高并发处理架构经验。
3、有管理或优化大型分布式集群经验，对基于Hadoop的大数据体系有深入理解，熟悉Hadoop、Spark等源码；
4、熟悉软件产品生命周期及生产过程，有与研发团队配合的经验；
5、具有较好的方案能力，能设计与编写产品原型、需求与方案配套文档；
6、具有JAVA和Scala后端构架经验，熟悉基本数据挖掘方法和技术。
7、熟悉MySQL等关系型数据库、NOSQL数据库，了解数据仓库设计与维护；
8、工作态度积极主动、细致、有全局观，有责任心，能承受较大的工作压力，善于与他人合作，良好的团队合作意识。",https://jobs.zhaopin.com/CC340314630J00117992613.htm
大数据分析系统资深研发工程师,1.8万-2.3万,北京,"五险一金
绩效奖金
餐补
带薪年假
弹性工作
补充医疗保险
定期体检",3-5年,硕士,中科星图股份有限公司,"五险一金
绩效奖金
餐补
带薪年假
弹性工作
补充医疗保险
定期体检","职位描述
岗位职责：
1.   负责数据分析系统的模块设计、技术文档撰写
2.   负责数据分析系统的代码开发
3.   负责数据挖掘相关、深度分析相关算法的设计及工程实现
 岗位要求：
1.   熟练掌握Java/Scala等开发语言
2.   了解迭代式开发流程，具备敏捷开发实践
3.   了解并使用过常见大数据离线分析及流式分析框架
4.   熟悉hadoop、spark、oozie，具备相关开发经验
 加分项：
1.   熟悉并精通数据挖掘及机器学习算法，并具备并行编程经验
2.   熟练掌握Mahout和Spark MLLib
3.   了解大数据生态系统，熟悉hadoop、spark、Storm、GraphLab等
4.   具备自然语言处理经验者
5.   熟悉互联网日志类数据采集、分析全流程或有类似经验者
6.   具备用户行为分析、用户画像、精准营销、推荐系统及线上广告系统研发经验者
7.   熟悉资源管理框架：yarn，mesos
8.   熟悉权限管理机制及框架：ACL，Kerberos
9.   涉及过卫星图像处理过程并了解相关算法",https://jobs.zhaopin.com/CC142710115J00114831815.htm
大数据架构师,3万-5万,上海,"五险一金
周末双休
年底双薪
带薪年假
不加班",5-10年,本科,南京特谙斯企业咨询有限公司,"五险一金
周末双休
年底双薪
带薪年假
不加班","职位描述
1. 负责公司大数据平台的设计和开发制定数据架构规范，进行核心代码编写，指导团队落地；
 2. 负责数据基础架构和数据处理体系的升级和优化，技术难题攻关，持续提升核心系统性能，保证系统的安全、稳定、高效运行
 3. 研究数据模型和计算框架的创新与落地，包括：大规模数据实时化、大数据技术容器化、私有云实施方案、数据模型规范化等方面参与制定并实践团队的技术发展路线
 4. 建立良好的公司内外的业界技术影响力；参与培养未来数据人才；有效辅导团队，提升数据研发能力
   任职资格 ：
 1. 本科以上学历，8年以上开发经验，其中5年以上大数据架构或相关工作经验
 2、深刻了解Hadoop生态圈技术体系，对离线计算、内存计算和流式计算均有深刻理解，如Hadoop、hive、Spark、Flink、Kafka、presto等，有开源二次开发经验者优先，有过大规模交易实时计算经验者优先
 3、精通实时数据仓库设计，深刻理解MR运行原理和机制，能进行任务执行效率的优化，熟悉开源数据交换工具如sqoop，streamset，kettle等；
 4、熟悉elasticsearch、Lucene、Solr、Kylin、Phoenix、Alluxio等相关技术
 5、 性格积极乐观，诚信，能自我驱动，有较强的语言表达能力；具备强烈的进取心、求知欲及团队合作精神；具有良好的沟通、团队协作、计划和创新的能力",https://jobs.zhaopin.com/CC666438821J00296559003.htm
土木工程8K大数据分析工程师,8千-1万,北京,"五险一金
年底双薪
绩效奖金
年终分红
加班补助
房补
包住
弹性工作",经验不限,学历不限,小呆呆科技(北京)有限公司,"五险一金
年底双薪
绩效奖金
年终分红
加班补助
房补
包住
弹性工作","职位描述

·             大数据分析师工程师（可内训）
企业招聘：
上市公司从事大数据分析师工程师工作。
第一年工资专科：6000-10000元/月、本科以上：8000-12000元/月；
第二年工资专科：8000-12000元/月、本科以上：15000-20000元/月
【岗位方向】：
大数据分析师、
BI需求工程师、
DBA，
数据库管理员。
【工作内容】：
1、支持公司各业务部门的数据需求，从数据仓库中提取数据并反馈给业务部门；
2、抽象业务需求形成固化的报表，为公司凝练系统化的业务分析与决策支持系统；
3、配合其他分析师一起构建并完善公司各业务数据分析体系，帮助公司进行业务监控并参与重大战略决策分析；
4、负责业务核心指标的监控和跟踪分析，并对异常波动情况进行分析和问题定位。
【福利待遇】：  
1、签订正式合同、六险一金等。
2、在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。
3、接受岗前内训，实训期间不用支付任何费用，并且每月享有项目提成补助（1000-3000元/月不等）。

无经验者，由公司项目经理带！
【任职要求】：  
1、大专及以上学历，计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电、数学或英语等专业。
2、有计算机语言基础者优先，如：C语言、Java、.Net、PHP等；
3.    拥有出色的沟通能力和学习能力；
4.    拥有优秀的分析问题和解决问题能力；
5.    具备勇于创新，乐于接受挑战，承受压力的良好素质；
6.    性格积极开朗，坦诚正直。
  【温馨提示】：每日简历投递量非常大，欢迎主动与我联系。",https://jobs.zhaopin.com/CZ528035030J00102550713.htm
